loan_id,customer_id,loan_amount,interest_rate,start_date
LONP3PJ8M21C8ES,CUSCH7BCQDDAUPF,27696.01,11.37,25-10-2020
LONTKZOZ6H2QQ1N,CUSMMUFL591LLX8,18372.08,7.65,26-02-2021
LONZX6AMZI0XXGG,CUSQ8GIIVL6SV9P,38235.12,6.87,19-12-2019
LONTTV0JHWVVIRY,CUSAKL1SVYCYTC9,30298.13,9.79,15-12-2022
LONCNI210BSXAH3,CUSFOW7V8DB5PJM,6317.81,11.16,24-08-2021
LON10FXVH81ZOID,CUS1AEWLS8MVS9I,2927.9,9.08,07-07-2023
LONNYG7621E9MO6,CUSJQK9QS4ZP2OC,43605.7,13.2,10-09-2023
LONQHOB5KZPXQ9L,CUSB34O6SDRZHZW,77708.99,7.49,13-07-2019
LON9IQCS4D6P0E7,CUS28MMEEJV8QTL,20707.42,9.44,23-08-2020
LON7NNG2P7GOK2O,CUS4MIEVG5CR667,3786.04,10.23,27-01-2022
LONCM43ONMTHI5H,CUSZQ5I5SQC8MS9,40760.14,10.31,10-01-2022
LONS0T0LHU4GL0E,CUSDLNY9EVH2QIV,42632.47,11.61,05-01-2021
LON7OWZVUB88KRZ,CUSBTWR8EI697HC,54341.32,12.72,17-02-2022
LONNDUJV4ZR74F9,CUSCGH011X83F0N,29191.5,9.65,03-10-2023
LONXN8LG9YH9YOS,CUS7AEMBDN7QX2H,500,15.98,13-04-2024
LONQ12PSFW1JA9A,CUSM3NEEXSA06FF,7866.09,11.61,25-11-2025
LONLLTD88LS0V0P,CUSC1FP30BEHMPV,6156.74,15.03,22-09-2020
LON0JN9QVAOS7H6,CUS0RIIAR3D0O87,65634.29,4.74,20-01-2019
LONH6EICI479VJC,CUS5H8NNUCOM1WW,48183.54,11.56,16-12-2022
LONX5EVTD3C44VV,CUS4G3YUUEJDKY7,10354.94,19.71,08-10-2025
LONI26Q3OQMECRK,CUSMK85VSDJERSC,31016.99,9.44,26-11-2022
LONF7SC7OUOANH8,CUSEQ5EX3ATVJTF,27581.0,8.22,28-07-2024
LONSDTIWAK6ZOXD,CUS909CZ9LGYK2P,34713.36,4.58,02-08-2022
LONY3BOJY1FWCNN,CUSOVOJERR8UY8D,28566.9,4.48,23-10-2021
LONK71NVAQUAPXY,CUSOOVLHXX4YNF3,25436.21,10.08,04-08-2021
LONG8TDWVRSN262,CUSVF4JINX2UZPI,5766.66,11.17,15-10-2019
LOND088LY4JAA81,CUSASDYG24QGO8C,8623.65,20.0,11-03-2019
LON6JFZ1XHQ34U7,CUSLO2776Z656H6,74976.22,5.57,21-11-2024
LONSU6UY9BLCGKD,CUSUNK1N58BBTER,22758.1,8.51,04-01-2019
LONCWFJBBMRZ2IF,CUSOCONI8OKHNN5,62123.98,3.59,16-01-2023
LONWGKCV2I5QR78,CUSPEYGSYTEUD9B,27649.49,8.78,16-07-2024
LONHE2PYSD3JG4Q,CUSXR8NV4SST2H3,38109.13,6.23,02-01-2022
LON3O7FZ60INVGD,CUSXSP9XHE09WR2,7009.25,14.4,19-10-2023
LONMZIA6KCOXC04,CUS870F6GKP1DTX,41907.53,3.66,02-12-2024
LONUMHQB2YGSTWI,CUSIQ1QFTVA33T9,8609.68,13.68,25-09-2024
LON0UWGAOH8LHCQ,CUSB2MSLYX0X56E,69303.85,2.14,27-10-2019
LONXCXQT73JL6YJ,CUS1TCX9FWING9N,39039.76,4.85,03-01-2023
LONSLQ0DMW9IG2Y,CUS5R5F2XT9VTAW,8606.61,3.82,13-09-2020
LONOT5CVICKS81R,CUSH3DR99UPSRGI,35127.01,3.68,28-10-2021
LONQPTZXYVOXL54,CUSS9OOHVM9X806,17288.3,8.29,07-04-2019
LON7MFPBMZWXH12,CUSJK877EUNT6JU,14376.61,14.23,25-10-2021
LONLAYF47J76XG7,CUSWBG2BGP63XLM,52513.81,1.9,07-04-2025
LONSXNWXE7YD4S7,CUS25UT7NHX6PAP,14836.65,3.55,24-10-2024
LONKNTYB1FSA7EB,CUS115ZHIOW1NR0,46051.02,9.48,15-07-2023
LONMSMRU0NVHZJA,CUS01PA2KYTBGAE,29079.27,4.56,24-09-2025
LONPF407AD8AE5P,CUS3M4KKFC0M9MV,500,12.81,05-01-2022
LON75LTWT453DQ7,CUSIB7UX7L3U38T,7533.57,10.19,21-11-2024
LON93AEN7W4TM7I,CUSEQABBSXHX954,21130.04,6.41,01-04-2021
LON6MXHV6DJA96D,CUSZR0L9LDLG521,5061.07,14.65,16-03-2023
LONMNVSWHSOBNNO,CUSVQYN84J53DTW,25314.26,7.22,01-10-2025
LONBVNJ75NP9TZ3,CUSKAZSYFW4CQVH,105042.95,7.28,12-01-2021
LONODH8947987M2,CUSZ7W2G0V02T3B,66171.91,6.04,05-11-2022
LONVWAGO5D18XG6,CUS4UHU1OTZB671,500,9.09,26-02-2020
LONQMEVSZ6HDD30,CUSI496GXV8KEJH,52286.11,9.38,12-07-2021
LONTXXTMHYZ7C70,CUSKF0CFB0COD0C,500,7.28,08-02-2021
LONC957O7TZ0R2W,CUSZFR39MEK35WZ,13949.9,5.88,01-02-2023
LONSX4BXONJD4OM,CUSIVPA1650MYH0,38609.45,11.95,26-12-2019
LONBZOAVN5MR9TK,CUSO78CXKMYA09H,32160.06,7.09,05-08-2020
LONPXERLVSGBV1N,CUS8GDB70VTUVJF,47496.1,7.19,04-10-2020
LON2989C9L3J4LB,CUSORAVX4H8RJCL,32798.96,7.89,20-01-2019
LONQLHD0UIM81O0,CUSXUAEVW7WROAZ,65233.27,6.57,18-05-2021
LONIIF4WRZMDFYW,CUSF85GR914TB08,37014.47,7.48,02-05-2023
LON16IUMYVE7OLJ,CUSLD16AEZR10BQ,38466.03,5.96,01-04-2020
LONVO351988CK0E,CUS9N4WVHB1ZJWG,63494.46,5.86,22-09-2023
LONKB264G2UNLCN,CUS7O04LEUXII4O,5716.32,19.43,28-11-2020
LONHHP6W1R9BYFX,CUSCJXCSE2KGJD6,41224.67,8.1,21-06-2024
LON230ZE7YHPR82,CUSR9N2RKGOSEIM,3606.89,8.87,15-01-2025
LONH5EOH3SCQEFI,CUS5F1S42L9QN79,26426.49,11.58,16-02-2024
LON1PND4YD6E5C6,CUS88GM091X7QEC,500,8.36,27-10-2023
LONPGW533J2JEJ5,CUSAL83JP07VUYM,14654.81,10.87,11-01-2024
LONVCKG4638QTFJ,CUS907XE7UBHZZJ,53420.11,7.41,24-10-2020
LON04XUYH8BU51I,CUSJQVOS8ZP6GHG,29644.02,14.66,04-05-2025
LONZ0UVW13KL7TR,CUSDIO3CPEH6J28,20312.59,10.52,14-01-2022
LONRTTQPL2LCIXZ,CUSLHDUXIB8KJFY,20419.2,9.28,23-08-2023
LONS1KFLSBYP4FV,CUSFRVARCH8IKZA,48941.33,8.11,17-09-2022
LON7DYDZVQZNBM5,CUS5OK3VWNU81LF,8208.75,2.57,09-04-2021
LON81BESHND3P9J,CUSEUUF93Z9QBLZ,36656.46,8.64,04-12-2025
LONMHLKIWNCRXD0,CUS5EWVODM91MOS,51317.88,4.15,06-02-2023
LONA2VD071DVI5J,CUSJFJA13HV9JK5,73073.1,5.79,18-07-2021
LONGIQUWEZYNDOS,CUSG29JQVRCP6ML,30539.77,6.0,26-02-2019
LONJYW6FKC4RCPY,CUSZPKJGSTCI3IJ,14438.3,5.24,13-03-2019
LONHH9J2MX1LPZG,CUST6VKTV0G4MRL,66188.2,2.6,12-10-2024
LONJHIOQM161LZY,CUSMGTYZ3S8A4HV,11610.33,10.21,10-07-2023
LONFF4CVNHGFJCE,CUSM6DKOM91O9DG,16201.82,10.47,16-10-2024
LON84ILDJHG5FWF,CUSGZOBQMFW0T2H,22122.79,6.96,10-09-2024
LON8XDE701VQEV9,CUSESK77XUTOIW5,13095.0,6.31,08-11-2020
LONZXCCHRRIWRAF,CUS6PPS2LVA0CVH,21765.04,4.14,12-11-2019
LON9MK30FFV7Z10,CUS1U9JZS5I64UA,8211.01,10.54,19-06-2020
LON35NLDRJS2KED,CUS2D1CH023B5QQ,23835.33,9.44,18-04-2021
LONSPW3U5K9E65O,CUS2QYIGJGUVRFN,52098.45,5.42,13-02-2025
LONNCGAP8NSX7HI,CUSIW9PE3946X9O,25320.37,6.62,23-06-2019
LONWOWI3YLFM254,CUSOW4OV9G5LR7F,35438.26,6.26,11-12-2022
LONP3NHRX42N7LI,CUSEBG9S9MF7P2A,6369.25,8.13,12-04-2025
LON0JL52AAHAXHS,CUSCX37210N6G0W,32501.73,4.85,17-10-2021
LONVISYWIFL28Y7,CUSCQWHR1E0E8GM,29993.16,8.46,05-07-2024
LONR3W4P4NETAEY,CUS5AMB0C4NPHUR,500,7.03,10-10-2025
LONENW48Q2290GV,CUS0XTRUF4SM4RX,36751.03,3.84,02-10-2022
LON1DBH1TWBL4FZ,CUSHH7NTXNM6RT5,4673.24,11.69,16-10-2020
LONUH9WSAOOWAGV,CUSE8LB1DVM4D0U,65120.68,5.98,27-10-2019
LONH6WWHK3L9F8T,CUSM9CL1UYPJT7J,69918.67,6.91,08-02-2023
LOND62SVCY4AKGX,CUSPHDM2U9454AW,32832.53,5.88,18-01-2024
LONRDBCZBLTLZXN,CUS5S6LX21SDFXK,18941.5,5.46,12-02-2023
LONZ619D6VB8OG7,CUSMQ5ECD6AH45Z,32393.5,2.38,16-10-2025
LONZJ6AHVXR88L4,CUSS4RJYY1R84B6,9116.69,7.94,22-04-2022
LON3Q9ZL567T0VI,CUS50GQZ9YY7ZEJ,16161.3,5.48,24-08-2022
LONO2TX6HE1D5IF,CUSW81NR2ZHKPQA,19550.98,7.66,12-12-2021
LONHTMEBJU7HNJ7,CUSVY6HT9FQ5FJQ,7338.47,17.53,26-06-2022
LON0A96LI79BN1T,CUSVC86G7E2P3SK,24517.43,9.61,26-01-2025
LON2L6WGWLUYCQ8,CUSL7YI7Y935OK6,49715.5,4.62,25-11-2019
LON6J0HRCCP5B3R,CUSC6G4P1MBB4A8,22009.21,6.66,07-01-2023
LONTYHCBA6TZIY9,CUSIGJOJTVWHSDC,50268.26,11.0,02-03-2021
LONQWNMPCD1S4SG,CUSCIGFUZXDN6BT,50673.93,3.28,24-08-2024
LON4XPRCTVLGKF1,CUSGU8JEYQD8LE6,29358.12,6.79,25-05-2022
LON8Y4AEYP12O92,CUSLEXM3KN4PLKK,17604.31,3.47,11-02-2023
LONDOP52XKELL0P,CUSK6767V7DF22J,22396.39,7.89,13-11-2024
LON76Y341TAT06C,CUSJ8UK84FSBV7W,500,7.72,06-12-2025
LONTG600BDPM6EP,CUSRZ353AMVTEKL,15448.9,8.51,07-05-2023
LONGLYOHDI3ZIQW,CUSS05B69AEDM6N,14664.87,11.51,05-12-2023
LON94PNFQVHXICV,CUSDIV8U36KTUZH,13991.15,5.14,01-05-2024
LONYDL47R56D9ID,CUSZB2OZ9SD29MM,39411.47,6.31,08-08-2022
LONB6J6N36XRJL8,CUS0UD5NXX0JSWV,54061.61,8.48,09-11-2021
LONPF043LVKV551,CUSGUZRS4O1H33X,33461.81,3.29,08-04-2025
LONVTBMISSBW9UI,CUSUBTOTWRR8VD9,6997.86,6.85,08-04-2025
LON2R47UTMPS3P1,CUS7RNWY4JEGVMT,6109.86,18.27,01-01-2024
LONL780HHYZE0YL,CUSKOM7PWJ6Q41F,29499.64,10.36,27-02-2020
LONX7L9EVU6Q4YY,CUSCRBUH4B1BI2C,500,17.36,01-09-2019
LONJISVL4WTGNQX,CUSE8IBZVA35X8N,5599.0,11.17,18-08-2025
LONNXB4678T5K2L,CUSB9Q6CGPLQZY2,33176.59,9.74,26-12-2020
LONQDSCM6CBIO0I,CUSXCLEIGJHE4J3,11749.05,7.15,07-10-2021
LONAXQS11QEQTRV,CUSCJIMCTGI1PT8,8234.15,2.39,21-03-2020
LONV37SGVDB0ZHO,CUSIJ2YR4EGK5U0,7443.9,7.53,01-10-2022
LONHVAU8DJV2YIV,CUSQO4UGH7EMHPR,13531.0,14.24,23-02-2025
LON6FM3JFGBJKXE,CUS6CQJWUBSDKRF,500,13.72,04-10-2024
LONKM6TIPPTIZDV,CUSVTV9VYVUSZWP,34299.58,8.81,04-02-2023
LONGIRGFGX2DZN5,CUSZ7S8DOSQMIC9,6386.45,20.0,08-11-2025
LONSMPQPTT2O0SZ,CUSLX4GZOX1E5T3,65162.91,1.0,07-01-2021
LON1JU237JG3UHK,CUSKDBT35DSXLBK,41702.58,6.35,10-12-2023
LON8GL6KGZGQRG6,CUSL1N76S20EUPZ,41559.03,6.8,22-02-2024
LONGTXCG2KDLJAP,CUS9080UDPEBSF3,26687.3,9.38,21-04-2021
LONPJZYH84KPNG2,CUS2EA29JP44QPM,33799.72,3.87,05-01-2024
LONS9EEK2XPFI33,CUSG8AHJHLSABY6,64260.0,3.94,25-06-2023
LON56I17VWY5NN5,CUSVYMEB9Y2LNB3,37539.29,11.55,04-01-2020
LON7NFFKNO3DWBK,CUSRHZEHHBPEX4F,48891.68,7.06,04-04-2023
LONLKDPLON3RXUB,CUSWK5U0IWHV832,2369.34,15.17,07-11-2021
LON1DO4R8TSL8T5,CUSVBYRX003E7D3,35407.68,13.26,03-01-2019
LONFI9S6JQW7GPA,CUS5CMVGACZIKSK,34819.55,5.98,15-02-2025
LONZYR7GYH9HWVQ,CUSV1ONOM6ASA2G,19816.98,12.38,02-12-2020
LONG3KJVCHG6WN5,CUSKLUQ40X9P2JG,11274.5,13.06,25-09-2025
LONBYZ9QK1CG68R,CUSR8WBZ6ZUNAZQ,36496.99,7.81,15-12-2023
LONYR1JZ12PE60P,CUSL4YK4KFOMYJT,18609.72,10.5,15-12-2022
LONGDS3E8LWPB05,CUSS8UGVTKKUDU6,16644.66,7.74,04-10-2019
LONPATBGGUIONXK,CUSDX42L0EG4DKU,1531.35,15.36,27-01-2022
LONYFHU5XG0FW3E,CUSKLZW2CE5GYDU,31226.22,9.15,14-01-2024
LONDEUMRZ2JRHKJ,CUSDH8O89ZN0153,33693.78,5.51,07-03-2022
LONQSJ5H97EB5QI,CUSZ3JU5KG5OYQT,44566.12,8.62,25-01-2020
LON0R7WYIXXRGOE,CUST3X6AS8K7DYY,32375.09,10.23,17-12-2021
LONBIDAPP6V4KVD,CUSHWL7L7ROV854,12057.15,16.96,10-10-2019
LONULOT3V2J5U7R,CUS0YDSSFE39QCB,13546.95,3.19,01-10-2023
LON7POBB5BITSP0,CUSBYBPRYQNNA9J,22728.37,12.04,11-11-2025
LONOXTDSSOPSK09,CUS6C533Q2PO43X,47901.85,7.83,18-01-2023
LON2OGQT1UEHFXE,CUSFE98ANNFVNRS,23813.08,7.35,18-12-2022
LONR7MPPMX52WWA,CUSKCTSQZU0Z2QW,70008.17,6.29,22-11-2024
LON3SZ7YX6XCRER,CUSS7IRCDW4MLGJ,2024.66,14.05,27-12-2024
LONCDOUK7YKKKB6,CUSZ5ZGTIDSSJ2W,22224.45,7.45,25-03-2024
LON449FECOVOG7A,CUS8MY716FD16ER,13528.11,10.07,11-04-2025
LONOOY1WWYOGUDL,CUSQM150TB1CKBC,55753.03,7.05,17-12-2020
LON02Y0KZHHIOBR,CUS86RB4ANAV0V1,23019.3,2.5,25-11-2020
LONS5W3IPXX8D6X,CUS705V2PRNO841,14062.99,2.35,12-10-2025
LONU61SJBBAIZTV,CUSDBRY7EUBPWQR,28420.62,11.58,25-09-2023
LONYTH68HFEZT5N,CUSIO721AR47WD1,16971.43,11.59,05-11-2023
LONL7V3KLCJXR25,CUS5ABFLEUXWF2W,15170.5,11.21,28-06-2023
LONPQFK8VOXBI5H,CUS56W242MEDFMD,71499.53,5.98,17-11-2021
LON7X6PHYOPIF4O,CUSMLASKGQUFTA7,86597.72,3.98,27-10-2021
LONP2CA4DYUFAWT,CUSS1HWOEQHKL3S,2113.54,10.41,26-04-2021
LON2ET0JQBME9Z3,CUS0IVCGRE89JBU,2715.57,11.26,16-02-2020
LON6ADM41URLTTI,CUSZG5SUUI75YJF,58431.58,5.47,21-08-2019
LON4B6CXPTIVQW4,CUSP3MDY6OUHNT7,69951.47,4.38,21-03-2024
LONYZ9N1KLE25IZ,CUS0GOWAHX49J99,31614.15,8.28,07-05-2020
LONG3X3OM940YPG,CUS52R45IJEXBJB,14099.34,8.4,19-07-2019
LON54XP5ZQ4GEG5,CUSO4GUHMUAXUFV,13708.81,11.06,23-03-2022
LON1DSCL7W8IBCZ,CUSU7AQXAIF08KG,5097.17,10.03,18-01-2024
LONFT6A15UA0FP1,CUSYFLIUF4PJDF8,43878.13,8.65,26-10-2023
LONURBAJ53Y3W77,CUS0HNZCNOR4JGD,10256.25,4.18,01-10-2022
LONTVDVX9WB9W45,CUSCBW72AKAFQMP,35079.24,9.81,19-02-2023
LONMCDQA85M4NEJ,CUS25M6RSF3XLFL,16661.6,9.68,21-11-2023
LONBQHXLA0LI03S,CUSCXSUSAS6UF8S,71290.99,2.97,01-02-2024
LONC11OHFXZN1NL,CUS7DL8USSJPUD8,29011.72,4.84,16-10-2023
LONAASPBTAGTI1L,CUSKMVS0GO7VN6T,88714.17,2.3,25-10-2023
LONTV8IUDZIW2AC,CUS7QV8P1T9KGS8,25998.26,7.67,06-06-2025
LONIELXHRFNI0AB,CUS6HDE8OM9VTLL,60669.02,3.93,03-12-2024
LONPSXX0QSLKESK,CUSSI4VLCPS5GRW,42849.85,3.09,25-04-2025
LONJL3VQRTVIONK,CUSY8DOW5G6XK6A,51604.87,9.19,25-10-2021
LONJHESLQMVL7HP,CUSLHVNG9WWEEHV,17790.72,9.97,04-10-2024
LONJ7POVI1CJXA2,CUSHZ32HOM5YAXW,22005.34,12.75,22-03-2024
LON18DFA7RU89IB,CUSBU1J6F1P720Q,39709.67,7.54,03-12-2022
LONZ4PFL536N6MO,CUSD1UOEVZNG07B,25733.25,5.2,13-10-2022
LONNN46PEKU6VU4,CUS7FBWPQY956ZE,49059.06,1.09,18-10-2020
LON72J0AIS76JBK,CUS59XOKL2LGUEJ,12872.01,14.4,26-01-2024
LON3BFWW0EJBJO8,CUSM6DC8J2WHUO4,36828.94,10.33,07-12-2024
LONGCNFUWUDW25F,CUSY2D0VZQSEL1T,19185.88,10.49,08-09-2019
LON24UJ23HRIPR2,CUSI32AMGXUUV58,53079.61,4.54,10-01-2024
LON334FJGIYYHOR,CUSG0JMKPKHISKV,48997.44,6.09,16-10-2023
LONMOZRRHHSRF74,CUSD2XQO90TQ9V5,48424.96,4.79,06-08-2025
LONN2T1Y7F6UDKH,CUS7A4MM4ERBBID,16629.65,9.48,22-01-2023
LON3A4PHXW1XY9D,CUSY20E77AJVGLW,22175.35,8.5,18-01-2023
LON9PHSPC9KIJZT,CUSDPVFI1X0MDI2,25558.07,11.83,15-01-2019
LONNRKK11739IQW,CUS7YAJATPQH0YM,7812.55,13.02,11-04-2022
LONDVH9KYCCKW7Q,CUSBJH8IR7JUF2N,80932.9,6.6,24-10-2021
LONIAXD16B4OQ6S,CUSDZAFDMR6SOH7,16239.24,5.63,27-02-2022
LONX0LQ37OPW3J5,CUSFYZA7S51SYQB,13632.94,8.85,27-01-2020
LONLNYOLTNN7DGG,CUS339XONNZAQ0I,36908.39,4.94,20-11-2022
LONPGYAM1Q3W5FS,CUS44J6PCV45M9O,500,11.34,15-07-2024
LON1RWQTCFZ0UX9,CUSPMZUNDXN5LWB,9567.2,10.99,25-03-2019
LON9995DOYUBAHF,CUSXU5NSM7ECDXO,500,7.66,22-04-2024
LONKQPHCFNINGWC,CUSER25Y7HQL01X,46925.6,9.42,14-12-2019
LON5UFFH7RZQQDA,CUSGJ07ZLQSAINP,39943.18,6.18,04-02-2025
LON71A8OF8FD81Y,CUSEHISV1UISOVT,7380.69,9.65,08-03-2020
LONFVL3OO6P41F1,CUSK90VPE8QUJ9E,88986.21,5.75,07-07-2021
LONU46QBUD0M05D,CUSEHISV1UISOVT,35501.82,7.45,26-05-2023
LONJAZFPEPORJNL,CUSCWS1HIN1VULQ,651.0,14.22,17-08-2019
LONMOW7VOL6Z2I3,CUSXIH7D9EGJ88T,32630.21,15.86,21-11-2020
LON7IEBOWJO32B7,CUS1AC5B1VROK0C,9347.24,10.0,24-11-2025
LONI4QXG4KPPF0A,CUS0APHE4XT3CNI,36849.21,6.72,09-09-2024
LONO9QWDK5UZUBT,CUS8MQECIMCJM4Y,7494.52,5.46,27-12-2021
LONUEK5XKX7URRD,CUSIVKIQJEWQ7SB,60393.26,5.95,17-08-2019
LON3BWJSOWGUNT5,CUSA6MOCRXQDAV1,19546.29,5.42,23-02-2020
LONE11LGMJU7N18,CUS3AFZL1WWVOKB,64493.75,5.55,24-10-2022
LONOTCA5Q4L09TO,CUSR9GQJLM6SNOB,25911.28,9.06,23-02-2019
LON607C1O2BJ2HM,CUSI33BRF5GA897,76860.5,5.78,06-02-2024
LON9J91U9NL82SE,CUS9H4HE5XJ8UFZ,50333.53,3.19,26-01-2024
LONOOALHY1NV0HP,CUSTK6IHF5CHON3,27456.24,8.97,24-01-2023
LONTQZ9AEHV8GIY,CUS1RHQ46P87O4K,500,12.96,07-09-2020
LON0M435BIPR4ZQ,CUSK8INFN7UYI00,13625.43,9.34,22-09-2024
LON7AT8G51HOZ9N,CUSJOMSPA6NCPXL,56634.34,8.73,13-10-2022
LON1J22SZUBSU13,CUSVZV3B33Z04MS,799.32,7.96,15-11-2024
LONPSSGRXS3Y526,CUSYU0IMEMO4W6Q,53437.72,4.83,20-09-2022
LON23C6HTSH94JQ,CUSZRGFYKV3SOHI,35170.22,9.75,03-09-2024
LONT6S6950CA7IW,CUSM62550D06FHU,20921.67,6.76,18-07-2022
LONPPCRN3AIZ2IZ,CUSV1V2O4P5R2HV,7177.27,16.24,19-11-2020
LONVTI3NGNGPHG2,CUSHTJSVBPG5UDE,34331.83,9.5,16-09-2023
LON5NX6LIF47EJ4,CUSPT68W1KB8WZP,53172.03,4.97,07-09-2025
LONBRUO2SVXVO7K,CUS3IK29IBZJWH5,21081.83,11.3,10-12-2025
LONZCK22FB2L070,CUSPS2Q882PA3GG,34139.54,8.8,18-07-2024
LON3UAZUPMGLQMD,CUS17BQUIEV3LCU,6708.02,15.64,01-02-2020
LONQ7QWBTNUEGFF,CUSYVDRBBE23O7H,42469.18,2.07,02-11-2024
LON9WKA3IGU6K6H,CUSSSOCK2K53RSH,37921.15,4.9,06-01-2021
LONU4DLIAGM0JK9,CUS7QPR83B2VZAD,19352.65,5.26,24-04-2023
LONLWAPQ77GX63I,CUSO3TJOWJMVWBV,37750.77,10.62,13-12-2020
LON9PO5THM3H91K,CUS8QTPRGI37EKV,13158.06,13.51,24-03-2020
LONESYXXNVYG11V,CUSRL1D00YZM0UU,32797.61,8.92,14-01-2019
LONLYP4HJTKX0VO,CUST9KBJRS3ITQF,13041.23,5.75,05-03-2020
LON34Y2GZYIH9B8,CUS3A1N2V4BSGE1,23845.17,6.47,01-05-2023
LON6UWZ6E2GA18D,CUSSZL3LH46AQZH,66058.91,5.88,08-06-2019
LONRA6NJRF5E7H9,CUSE3PUZIO24UY1,500,8.05,10-09-2020
LON6T6RA727DQ1Q,CUS5OR27NW3MO20,12271.28,15.08,09-04-2021
LONAW1TPHLQM1P7,CUSLEJSZCFTMPHJ,33082.71,7.09,03-07-2024
LONI78DL1Z9DFQG,CUSQQ19IVT65EOZ,6816.14,14.79,21-07-2021
LONE0BA34XPNEJQ,CUS5HWQU8XW61MY,14666.51,3.07,02-02-2024
LONMN5JTR1W2G3O,CUSECQEXMNL2VXM,9468.19,13.99,14-06-2022
LONFHIYTA08N6W2,CUS3T32K3B3WHYU,6573.19,5.11,01-08-2019
LON2WKMAQLWTMD0,CUS194BI6OXPS6L,32967.89,9.22,05-05-2021
LON09T0NWUB2X3T,CUS67IUHS66ZEFX,500,7.58,10-05-2025
LON7ZRQV83NKDZY,CUSZSTOE5LNWI5Q,14952.32,7.13,22-08-2023
LONR2Q8ZO5XUCQW,CUSPC5AMT2473DI,5367.2,12.07,21-02-2019
LON30IU7XYJPGKB,CUSUOCDL96SBBXC,500,7.59,01-01-2021
LONN13O57IFHU92,CUSI2IGPZVVKIKX,20001.56,7.62,18-11-2020
LONTT6LKJ5TGSX0,CUSG5KELL2IB4HG,19100.77,3.65,09-10-2020
LONDUNNZYBMBFH9,CUS5JLH6QS2VPFF,65505.19,4.76,11-07-2025
LONHRQNY0PCP1B3,CUSXAUXE5ZZZDM9,50013.8,7.5,28-01-2024
LONPBYN4BICL5ZV,CUS6XLAD0RQQ37E,10948.51,11.34,03-06-2022
LONXL25348Y8K00,CUSE5QF5BB65RLR,16772.38,8.79,08-01-2021
LONGNDUKWXS5P2T,CUSYEYKYCIGVRBD,21407.0,12.59,19-12-2021
LONFJ24ZTYXA5B6,CUSDEFBSORP0VDY,15390.56,7.53,07-10-2019
LON6MOI0I9FQ3E6,CUSOX96B3080JAU,48155.88,8.81,07-01-2019
LONWPSUIQR6L9FE,CUSZNUHH2I5STNJ,10951.09,16.62,04-10-2019
LONAFE18U62U3TQ,CUSFDVFVR5OICBX,21850.09,12.68,22-11-2023
LONMEWPHF2FJP77,CUS5BHPN1TBH0JD,8343.19,5.79,06-03-2024
LONR6UZHVALF82U,CUSG4148CCADKUS,31726.63,6.7,12-03-2024
LON0BINWLJLJ09K,CUSF23HTLNEB7D5,5571.89,9.2,26-09-2020
LON966KB2USM1SQ,CUS2PDV9R0Y7TTB,7297.35,12.4,05-07-2020
LONX1G5170HRTZC,CUSDSGTDY8Y8CUW,14363.13,2.89,28-10-2020
LONXUUAPMF9SD7P,CUSM95PV2N5G2LU,37330.0,5.86,14-10-2025
LONQXILYJK7HLGZ,CUSSLD8Q31QKYB6,9979.04,11.61,06-02-2022
LONR8JLWEQBEHC4,CUSAU5LXC0ADZ63,16299.92,5.52,18-04-2023
LONF6VSKL1BRMW4,CUSX9KWHK44Y782,7318.29,15.56,08-04-2022
LONMXE3LEUTLUVS,CUS9FTX5ODI18QP,13504.74,10.47,24-12-2023
LONMRVCJHOJQY0I,CUS8Y37HSW3PEZ7,28426.81,15.25,02-01-2020
LONAR653DHR4OX4,CUSYKXGXVV0FHLG,14791.76,12.91,14-11-2023
LONHHDQO99N64FU,CUSZS02CYDE3GZV,17685.53,8.97,08-10-2020
LONPTFHGCMO96CQ,CUSR42GCYAVQKIR,37024.74,9.21,04-10-2022
LONVAS8X0MC3JXL,CUS8Q8R0KAI5CGY,25473.71,11.62,03-02-2019
LONX4ABEWN22N2H,CUSB3J4O6B2LGVF,94788.64,2.59,02-05-2020
LON3EG8KKDVRMYB,CUSUH25ZNZRDNVG,12246.08,11.72,04-08-2020
LONFFF93JXFW980,CUSMZAHNCB39TJP,43982.56,11.2,23-11-2023
LONRP8K8OAPAI8N,CUSEHL3FC5RYXMR,500,10.74,26-10-2024
LONF3BK57JH4ABM,CUS9CIMRZWDXOV4,28164.15,8.52,16-08-2025
LON3RT0VLVJCQJE,CUSV5TUP4SLZTGW,9624.69,14.49,08-01-2019
LONXFCPGCHGN3MZ,CUSH6CWTJYU6DOC,6461.16,14.76,26-10-2024
LON9WTQ13HHQJPY,CUSAJ3F3GYZV9WY,17842.7,6.47,26-08-2024
LON90QFCGMA6QYX,CUSGUL0B0Y1CCEO,1085.7,14.43,21-08-2021
LONRL4ROWMX34IQ,CUS8CT157EVSZQY,35509.35,5.19,16-07-2019
LONAWELLQR2S7W7,CUSJNCO5A2OJRZ7,66732.82,3.74,17-07-2022
LONAK6PH8SYRQKE,CUSWJJ4WJRE6OI7,64969.56,8.1,08-04-2025
LONCBEIB5S3BYPQ,CUSCOCNY3IO3VYP,13474.39,8.73,04-12-2024
LON4CJY3CCP2MSA,CUSJ5UCIPVY3B5P,11466.86,15.56,26-01-2025
LONRI5G85LGZEYK,CUS3589MMDZTAJF,42652.78,7.44,11-11-2024
